YYMM,AY.4,BA.2,BA.1.1,B.1.1.7,BA.1,AY.103,AY.44,BA.1.17.2,BA.2.12.1,AY.3,BA.2.9,AY.43,BA.5.2.1,BA.1.15,AY.25,B.1.617.2,BA.5.1,AY.122,AY.4.2,BA.5.2,XBB.1.5,B.1.2,unclassifiable,AY.100,BQ.1.1,AY.25.1,BA.1.1.18,B.1.177,B.1,AY.5,BA.2.3,BA.1.15.1,AY.98,AY.39,BA.5.5,B.1.526,AY.26,AY.47,BA.4.1,B.1.429,BE.1.1,AY.119,AY.120,AY.4.2.2,BA.1.18,BA.4.6,AY.6,BA.2.10,JN.1,BA.1.17,BA.1.20,BA.1.1.1,BQ.1,B.1.1,AY.126,BA.5.6,AY.20,BF.7,P.1,BA.4,AY.9.2,AY.4.2.1,HV.1,AY.118,AY.75,BA.1.1.14,BA.2.23,BA.1.1.15,AY.9,BA.1.16,AY.46.6,AY.121,BA.2.1,B.1.160,B.1.427,BE.1,BA.5,AY.98.1,JN.1.4,AY.3.1,AY.46.5,BF.5,BF.10,B.1.1.519,AY.117,B.1.637,AY.4.6,AY.125,AY.42,D.2,AY.127,AY.14,AY.54,BA.5.2.9,CH.1.1,AY.129,KP.3.1.1,AY.119.2,BA.1.1.13,AY.33,B.1.243,XBB.1.16,AY.36,B.1.351,BA.5.2.20,AY.7.1,FL.1.5.1,BA.5.1.22,AY.113,XBB.1.16.6,BA.5.1.30,AY.111,BA.2.18,BA.2.8,EG.5.1.1,BA.5.1.1,BF.26,B,AY.39.1,XBB.1,BA.5.1.23,BA.1.1.2,BA.5.1.10,BD.1,B.1.258,B.1.1.529,KP.2.3,B.1.177.7,AY.43.6,BA.2.37,BA.5.1.3,Q.3,BF.1,BE.3,AY.34,AY.46,BA.5.2.6,AY.7,BA.5.2.21,B.1.1.37,AY.13,BA.2.36,JN.1.1,BF.28,AY.46.4,BQ.1.2,B.1.177.4,BA.5.2.3,AY.99.2,BQ.1.1.4,BA.5.9,B.1.621,AY.39.1.1,AD.2,BA.1.1.12,B.1.234,XBB.1.16.11,AY.4.8,AY.114,BF.11,BF.27,EG.5.1,BQ.1.1.20,BA.4.4,BF.21,BA.2.12,BA.5.1.5,EG.5.1.3,XBB.1.5.7,XBB.1.5.13,B.1.240,BQ.1.8,BQ.1.12,B.1.1.222,XBB.1.9.1,B.1.177.57,B.1.369,AY.116.1,AY.34.1,BE.1.1.2,BA.5.1.2,BA.1.1.11,KP.3.1,BA.5.1.24,BQ.1.1.3,P.1.17,B.1.221,CH.1.1.1,AY.4.2.3,BA.2.7,BN.1.3,BF.8,BQ.1.1.18,AY.4.5,AY.110,AY.120.1,AY.107,BA.1.14,HK.3,BN.1.3.1,JN.1.7,DV.6,R.1,BQ.1.10,BA.5.8,A.1,P.1.10,JN.1.4.5,AY.43.4,BQ.1.14,XBB.1.16.1,B.1.1.311,BA.1.12,BF.7.5,B.1.575,EG.5.1.4,KP.2,BQ.1.11,BA.2.10.1,BF.7.4,JD.1.1,BA.4.2,B.1.525,XBB.1.16.15,BA.2.86.1,BA.5.3.1,XE,KP.3.3,AY.2,BA.5.1.25,EG.5.1.6,AY.1,B.1.177.45,B.1.177.81,JG.3,BQ.1.1.5,BN.1.5,BF.14,BQ.1.3.2,BA.5.2.35,B.1.177.86,B.1.311,BN.1,AY.112,BA.5.2.34,BQ.1.18,BA.1.19,BA.4.6.5,LB.1.7,BF.4,XBB.1.5.15,B.1.595,B.1.1.307,BA.5.2.13,JN.1.8.1,BA.5.11,BQ.1.1.2,B.40,GJ.1.2,BA.1.10,XBB.1.5.18,B.1.1.369,XBB.1.9.2,BA.2.13,BQ.1.5,BQ.1.1.8,C.37,AY.4.3,BQ.1.1.1,B.1.36.17,AY.124,B.1.623,XBB.1.5.49,BA.5.3.3,B.1.400,B.1.1.1,AY.36.1,BA.5.3,BA.2.22,FD.2,XBB.1.15,BA.1.1.4,AY.37,BF.24,AY.90,BQ.1.1.32,AY.67,AY.121.1,BA.5.1.6,BA.2.56,AY.5.3,B.1.561,BQ.1.1.69,XBB.1.5.1,BQ.1.1.7,AY.4.9,BA.5.1.27,B.1.1.318,BF.7.4.1,KP.2.2,DY.3,BA.4.1.1,BA.1.15.2,BQ.1.23,B.1.232,AY.43.8,B.1.517,AY.8,BE.1.4,BA.2.3.17,XBF,BE.1.1.1,FL.3,AY.64,B.1.1.434,BA.5.3.2,BN.1.2,AY.23,B.1.177.44,B.1.177.16,FL.4,BA.5.2.22,BA.2.5,XBB.1.5.17,XBB.1.5.20,B.1.177.54,CH.1.1.2,P.2,AY.62,BQ.1.13,B.1.177.15,BA.1.21,B.1.1.39,BF.7.6,BA.1.1.9,JN.1.39,B.1.177.65,AY.4.1,LB.1,BA.2.38,BQ.1.13.1,BA.5.1.18,DN.2,HF.1,BA.2.75.2,AY.48,BA.5.2.26,XBB.1.5.32,XBB.1.5.10,BA.2.41,AY.4.10,EG.6.1,P.1.15,GE.1,BA.5.1.34,BA.2.9.3,AY.41,BA.5.5.1,BA.2.65,B.1.177.56,AY.57,JF.1.1,BA.5.2.28,AY.120.2.1,XBB.2.3,BA.2.14,B.1.596,B.1.177.8,EG.1,BQ.1.1.10,BF.6,B.1.177.87,BA.4.1.8,BA.2.48,AY.35,B.1.1.372,AY.16,AY.10,AY.29,XBB.1.5.52,XBB.1.5.48,AY.4.15,AY.65,B.1.565,B.1.177.17,AY.4.4,KP.1.1.3,B.1.582,BF.13,KP.3,XBB.1.5.16,B.1.1.317,BA.1.13,JN.2,XBB.1.9,AY.84,XBB.1.5.33,KP.3.2,AY.46.1,XBB.1.5.12,BA.1.1.10,B.1.241,BA.5.2.27,XBB.1.5.24,XBB.1.5.4,BQ.1.1.6,FU.1,EF.1,BQ.1.1.24,BA.5.1.12,XB,AY.45,GS.4.1,BK.1,BQ.1.1.41,B.1.258.17,B.1.177.10,B.1.36,AY.109,A,B.1.609,CL.1,BQ.1.1.23,BA.5.2.7,AY.80,GK.1.1,B.1.621.1,BA.5.2.2,XBB.1.5.31,AY.25.3,B.1.1.291,B.1.177.11,XBB.1.5.51,XBB.1.5.46,LB.1.3,BA.2.47,EF.1.1,BF.7.20,B.1.160.16,B.1.110.3,B.1.1.279,BA.5.2.31,BN.1.4.4,HK.6,AY.70,JF.4,BA.2.3.20,XBB,AY.122.3,BG.5,AY.32,KP.3.2.3,BA.5.2.23,BQ.1.25,B.1.177.6,BQ.1.1.22,AY.5.4,AY.4.7,BA.5.2.18,B.1.93,JN.1.13.1,BF.2,JN.1.9,KP.3.1.4,BQ.1.1.15,B.1.577,XBB.1.5.21,BQ.1.1.51,B.1.426,BQ.1.15,FL.5,XBB.1.5.37,KP.1.1.1,DU.1,B.1.1.316,XBB.1.5.11
2203,44,348219,65509,6,7035,15,8,3375,1679,13,49564,6,4,2789,3,16,2,2,3,3,0,2,2895,3,1,4,2279,2,18,1,17568,665,2,4,3,0,0,1,4,0,0,0,0,1,1920,0,5,11814,0,657,563,3737,0,2,0,0,0,0,0,9,1,0,0,1,0,1702,6878,1399,0,306,1,5,7959,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,615,0,2,0,1,3,0,0,0,0,0,0,0,0,1312,4347,0,0,0,8,0,0,0,727,0,972,0,439,0,0,0,3046,0,0,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,1,0,0,0,0,0,0,448,2,1,0,0,0,0,0,0,0,0,1282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,2,1126,0,0,0,0,0,0,1,103,0,0,0,0,0,0,1,2,0,2,0,0,0,0,68,0,0,0,0,0,1152,0,0,0,0,0,0,1,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1119,0,0,136,0,0,0,0,0,1,0,218,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0,1,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,129,0,0,351,1,0,0,0,122,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,176,0,0,170,0,7,0,4,0,0,506,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,1,173721,6707,1,362,2,2,165,21334,3,31362,4,45,202,6,6,29,0,2,13,0,4,1432,0,1,0,238,0,1,0,12648,19,0,0,30,0,0,1,158,0,25,0,0,0,120,1,0,3647,0,27,50,358,0,0,0,0,0,0,1,150,0,0,0,0,0,114,4761,35,0,5,0,0,2440,0,0,14,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,5,0,0,1,0,1777,1883,0,0,0,4,0,0,0,122,1,46,0,52,0,0,0,1126,4,0,48,2,0,0,0,0,0,0,0,1217,0,2,0,0,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,0,0,15,1,1314,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,2,0,0,0,0,0,1219,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,502,0,0,12,0,0,0,3,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,375,0,0,0,0,0,0,0,0,0,3,0,0,0,60,429,0,0,2,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,13,37,0,0,0,0,0,0,487,0,0,0,0,0,31,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,4,0,0,33,0,0,0,0,204,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,409,0,0,498,0,21,0,6,0,0,432,0,0,0,0,0,0,1,292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,1,76664,553,11,62,4,2,30,72923,0,15793,2,896,29,0,5,1779,2,2,378,0,1,974,0,0,0,38,0,3,0,7441,2,0,0,1621,0,0,0,2514,0,467,0,0,3,23,90,0,1317,0,12,7,26,0,1,0,255,0,0,0,1467,0,0,0,0,0,14,1761,2,0,0,1,0,782,0,0,223,200,0,1,0,0,46,44,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,1,1,0,0,12,0,0,68,0,0,22,0,2351,399,0,101,4,5,0,0,61,21,30,2,1,100,0,0,0,402,103,0,410,69,0,0,0,0,1,0,0,1748,0,67,0,0,0,33,0,0,15,0,0,0,1,0,0,0,0,0,43,0,0,321,30,905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,6,0,0,0,0,0,589,0,89,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,228,0,0,195,0,0,0,86,272,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,92,0,0,0,507,233,0,0,0,0,9,0,0,0,0,9,546,0,0,0,0,0,0,0,0,0,0,0,218,2,0,0,0,0,0,24,310,0,0,0,0,0,415,0,0,0,0,0,1,263,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,533,0,0,0,0,0,0,6,0,0,351,0,0,0,0,0,434,0,0,563,0,0,0,12,0,0,198,0,0,0,0,2,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,3,18727,68,0,27,0,1,7,60160,0,4041,1,14758,8,0,1,20570,0,2,6973,1,0,1689,1,0,0,9,0,5,2,2009,2,1,0,9950,0,0,0,12620,3,9061,1,0,1,3,1166,0,296,0,3,3,7,0,1,0,3509,0,66,0,8485,0,0,0,2,0,1,646,0,0,1,0,0,194,0,0,3307,2475,0,0,0,0,915,1201,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,2,0,0,0,0,0,294,0,0,1600,0,0,764,0,1823,85,0,1168,233,11,0,0,1004,1,546,0,0,106,0,0,0,90,1572,0,2389,1173,0,0,12,0,243,0,0,938,0,1176,0,0,0,789,0,0,369,0,0,0,0,1,0,0,0,28,542,0,0,1408,519,244,236,0,0,0,0,0,0,0,0,0,0,0,0,386,466,0,0,633,0,0,0,0,0,91,0,564,0,0,1,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,922,0,0,0,582,59,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,563,0,0,0,6,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,657,0,0,0,838,55,0,0,0,0,201,0,0,0,0,135,574,0,0,0,0,0,0,0,0,0,0,0,751,1,0,0,0,0,0,273,57,0,7,0,0,0,906,0,0,0,0,0,48,57,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,512,0,2,0,0,0,0,62,0,0,139,0,0,0,0,1,349,0,39,158,0,1,0,66,0,0,52,0,0,0,0,263,0,90,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,217,2,0,0,0,0,0,0,95,0,1,0,0,0,38,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,6,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,5,2075,40,2,11,0,0,5,13293,0,391,0,36606,8,1,1,31525,0,1,20421,0,1,1999,0,0,0,3,0,3,0,214,0,0,0,14339,0,0,0,12096,0,10474,2,0,0,2,4710,0,24,0,0,0,0,2,8,0,8923,0,351,0,7173,0,0,0,4,0,1,64,0,0,0,0,0,18,0,0,5434,4253,0,0,0,0,3119,3346,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,2,1581,0,0,3007,0,0,2045,0,411,9,0,2537,1214,8,0,0,2012,3,1710,0,0,187,0,0,0,8,1924,0,1897,2111,0,0,60,0,1215,0,0,135,0,2003,0,0,0,1571,0,0,468,0,0,0,1,0,0,0,0,268,1415,0,0,1694,1637,58,606,0,0,1,0,0,0,0,0,0,0,0,0,889,1115,1,0,1422,0,0,0,0,0,6,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,12,0,0,0,0,11,34,0,1126,0,0,0,607,6,0,0,832,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,392,0,736,0,0,0,33,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,707,0,0,0,429,3,0,0,0,0,568,0,0,0,0,559,161,0,0,0,0,0,0,10,0,0,0,0,573,0,0,0,0,0,0,544,2,0,80,0,0,0,284,0,0,0,0,0,240,6,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,144,0,46,0,0,2,0,206,0,0,11,0,0,0,0,12,76,0,155,19,0,0,0,241,0,0,4,0,0,0,0,606,0,256,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,44,0,0,0,255,0,0,0,0,0,0,0,0,0,53,0,0,0,487,0,0,0,0,0,0,0,6,0,8,0,0,0,158,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,58,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2,237,40,0,5,0,0,5,1231,0,34,0,30615,1,0,0,18808,2,1,20410,1,3,1223,1,5,0,2,0,1,0,28,1,0,2,7578,0,0,0,3796,0,4865,0,1,0,1,7377,0,5,0,2,1,0,20,1,0,6089,0,1023,1,1801,0,0,0,1,0,1,9,0,0,0,0,0,2,0,0,3049,2794,0,0,0,0,3166,3510,0,0,0,0,0,0,0,0,0,0,2845,0,0,0,0,0,0,0,0,0,0,1855,0,0,1858,0,0,2275,0,35,0,0,1900,1547,3,0,1,1602,0,1537,0,0,43,0,0,0,0,1095,0,743,1382,0,0,136,0,1351,0,0,3,0,1036,0,3,0,967,0,1,598,0,0,0,0,5,0,0,0,356,1138,0,0,644,1163,10,716,0,0,0,0,2,2,0,0,0,0,0,0,816,832,0,0,770,1,0,0,0,0,0,4,885,0,0,0,0,0,1,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,91,0,0,0,2,1,144,0,435,0,1,0,415,0,0,0,801,0,0,0,0,0,0,0,45,1,14,1,0,1,0,24,0,0,599,0,410,0,0,0,86,0,1,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,306,0,0,0,115,0,0,0,1,0,592,0,0,0,0,638,16,0,0,0,0,0,0,55,0,16,0,0,180,0,1,0,0,0,0,396,0,0,213,0,0,0,51,1,0,0,0,0,467,0,0,0,0,0,0,0,1,0,0,0,92,0,0,0,0,0,14,0,167,0,0,92,0,290,0,0,0,0,0,0,0,88,2,0,280,0,0,0,0,316,0,0,0,0,0,0,0,301,0,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,125,0,0,0,316,0,0,0,0,0,2,0,0,0,131,0,0,0,274,0,0,0,0,0,0,0,1,0,32,0,0,0,219,0,0,0,0,6,0,0,19,0,0,22,0,0,0,0,0,104,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,0,114,17,2,7,0,0,4,97,0,6,0,21514,2,0,7,12619,3,0,18899,0,0,939,0,500,0,5,0,3,0,10,0,0,0,2725,0,0,0,1015,0,3286,2,0,0,3,8132,0,1,0,0,0,1,565,1,2,3109,0,2924,2,529,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1557,2056,1,0,0,0,2716,2670,0,0,0,0,0,0,0,0,0,0,2212,1,0,0,0,0,0,0,0,1,2,2190,0,0,1013,0,0,1602,0,1,0,0,954,1367,0,0,44,1088,0,1213,0,0,25,0,0,0,0,656,0,215,666,0,0,622,0,1313,0,0,2,0,492,0,97,0,778,0,9,1076,0,0,0,0,1,0,0,0,641,790,0,0,201,582,2,861,0,0,0,0,56,68,0,0,0,0,0,0,833,724,0,0,469,36,0,0,0,0,4,60,483,5,0,0,0,0,0,0,6,0,0,0,52,156,0,0,0,0,51,0,0,0,467,0,0,0,64,1,448,0,126,0,0,0,403,0,0,0,408,0,0,0,0,0,27,70,289,45,216,0,0,49,0,180,3,0,700,0,275,0,0,0,326,0,58,1,0,0,0,0,0,0,0,71,12,0,0,39,0,0,0,0,127,0,0,0,45,0,0,0,0,0,346,0,0,0,0,318,0,0,0,1,0,17,0,146,0,122,0,0,33,0,2,0,0,0,0,338,0,1,378,0,0,0,5,10,0,0,0,0,454,1,0,0,0,0,0,0,42,0,0,0,245,0,0,0,0,0,2,0,304,3,0,459,0,375,0,0,0,0,0,0,0,72,0,0,372,0,0,0,0,356,0,0,0,0,0,0,0,129,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,16,0,1,2,321,0,0,0,237,0,0,0,0,0,0,0,11,1,334,0,0,0,101,0,0,0,0,0,0,0,0,0,286,0,0,0,287,19,0,0,0,101,14,0,0,0,0,145,1,0,1,0,0,247,0,0,100,0,0,1,0,0,9,0,41,0,0,0,0,0,0
2210,0,123,17,1,7,0,0,5,16,0,8,0,13936,1,0,0,8137,0,0,14812,5,0,1228,0,4360,0,3,0,0,0,6,0,0,0,909,0,0,0,294,0,2155,1,0,0,0,5213,0,0,0,0,1,0,3258,0,0,1063,0,6296,0,169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,621,1555,0,0,0,0,2223,1674,0,0,0,0,0,0,0,0,0,0,1413,86,0,0,0,0,0,0,0,0,0,1843,0,1,640,0,0,861,0,2,0,0,403,1216,2,0,441,599,1,1015,1,0,97,0,0,0,0,473,0,124,248,0,0,1420,0,829,0,0,0,0,289,0,580,0,536,0,202,1342,0,0,0,0,0,0,0,0,1221,374,0,60,35,218,3,1106,0,0,0,0,762,381,0,0,0,0,0,0,708,421,0,0,190,312,0,0,1,0,1,332,209,176,0,0,0,0,0,0,180,0,0,0,319,50,0,0,0,0,453,0,0,0,1020,0,0,0,339,1,886,0,9,0,0,0,270,0,0,0,198,0,0,0,0,0,238,343,813,306,939,0,0,336,0,628,169,0,422,0,169,0,0,0,863,0,109,99,0,0,0,0,0,0,0,453,326,0,0,256,0,0,0,0,113,0,0,0,11,0,0,5,0,0,192,0,13,0,0,130,1,0,0,98,0,282,0,344,0,378,0,5,1,0,76,0,0,0,0,113,0,2,371,0,0,0,1,128,0,0,0,0,294,0,0,0,0,3,0,0,200,0,0,0,487,0,0,0,0,0,0,5,392,112,0,676,0,397,0,0,0,0,0,0,0,93,0,0,310,0,0,0,0,236,0,0,0,0,0,0,21,51,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,1,9,0,0,0,0,0,0,0,203,0,0,192,0,8,42,334,0,0,0,165,36,0,0,0,0,2,0,91,38,421,0,0,0,42,0,0,0,0,0,0,0,0,13,439,0,0,0,222,52,0,0,0,283,110,0,0,0,0,292,20,0,22,0,0,363,0,0,97,0,0,66,0,0,48,0,146,0,0,0,0,0,0
2211,0,66,9,1,1,0,1,5,10,0,1,0,4773,3,0,0,2465,0,0,4472,213,0,887,0,12974,0,0,0,2,0,7,0,0,0,259,0,0,0,42,0,525,0,0,0,0,2306,0,0,0,1,1,0,7023,1,0,301,0,4296,0,75,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,199,544,0,0,0,0,828,774,0,0,0,0,0,0,0,0,0,0,723,415,0,0,0,0,0,0,0,0,2,686,0,0,240,0,0,242,0,0,0,0,133,926,0,0,1352,207,0,374,0,0,19,0,0,0,0,164,0,12,51,0,0,1416,0,257,0,0,0,0,62,0,1147,0,115,0,976,505,0,0,0,0,0,0,0,0,955,147,0,847,1,107,0,403,0,4,6,0,1059,1403,0,0,0,0,0,0,84,114,0,0,40,907,0,0,56,0,0,698,59,666,0,0,0,0,0,0,665,0,42,0,859,12,0,0,0,0,900,0,0,0,599,0,0,0,916,1,630,0,2,0,0,0,118,0,0,0,133,0,0,0,0,0,626,619,639,834,588,0,0,620,0,764,378,0,170,0,109,3,0,0,496,0,484,328,0,0,0,1,0,0,1,639,497,0,0,405,0,0,0,0,24,0,0,0,10,0,1,278,0,0,53,0,205,0,0,108,4,0,0,424,0,352,0,608,0,577,0,1064,0,0,478,0,0,0,0,20,0,38,399,0,0,0,0,375,0,0,0,0,101,0,2,0,0,44,0,0,510,0,0,0,305,0,0,0,0,0,0,130,320,485,0,207,0,115,4,0,0,0,0,0,0,323,0,0,182,0,0,0,0,103,0,0,0,0,0,0,121,17,0,93,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,205,0,1,0,0,0,34,0,2,0,0,0,0,0,127,0,0,291,0,121,267,191,0,0,0,111,194,0,0,0,0,0,0,223,137,122,0,0,0,4,1,0,0,0,0,2,0,0,87,160,0,0,0,116,261,0,0,0,326,225,0,0,0,0,363,86,0,130,0,0,147,0,0,21,0,0,197,0,1,172,0,365,0,1,0,4,0,5
2212,0,82,30,0,8,1,1,1,5,1,3,0,1551,2,0,2,1026,0,0,1619,3132,0,973,0,25370,1,4,0,2,0,6,0,0,0,44,0,0,0,21,0,153,0,0,0,3,760,0,0,0,0,0,2,9018,0,0,75,0,3647,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51,306,0,1,0,0,452,281,0,0,0,0,0,0,0,0,0,0,258,2602,0,0,0,0,0,0,0,0,0,278,0,0,108,2,0,64,0,0,0,1,37,413,1,0,2154,81,0,141,0,0,4,0,0,0,0,51,0,0,5,0,0,1217,0,77,0,0,0,0,17,0,1908,0,47,0,2127,332,0,0,0,0,0,1,0,0,739,35,0,2299,4,18,0,221,0,94,134,0,1416,1430,0,3,0,0,0,0,43,17,0,0,65,1419,0,0,596,0,0,1283,7,1309,0,0,0,0,0,0,1276,0,609,0,1164,1,0,0,0,0,1046,0,0,0,473,0,0,0,1062,6,529,0,1,0,0,0,116,0,0,0,34,0,0,0,0,0,1041,1011,539,910,565,0,0,870,0,607,956,0,63,0,50,96,0,0,393,0,1098,877,0,0,0,31,0,0,0,705,898,0,0,883,0,0,0,4,22,0,0,0,5,0,47,865,0,0,22,0,700,0,0,42,0,0,0,791,19,663,0,540,0,526,0,348,0,1,796,0,0,0,0,6,0,306,205,4,0,0,0,708,0,0,0,0,35,0,52,48,0,430,0,0,595,0,0,0,289,0,0,0,0,0,0,492,233,656,0,82,0,52,35,1,0,0,0,0,0,650,0,0,86,0,0,0,0,63,0,5,0,0,0,0,471,3,0,39,0,0,0,0,0,0,40,35,0,0,0,0,0,0,0,121,0,33,0,0,0,92,0,34,0,0,5,0,0,23,2,13,394,0,431,516,110,0,0,0,49,408,0,0,0,0,1,0,407,367,63,0,0,0,1,58,0,0,0,15,5,0,0,503,117,0,0,0,30,532,0,0,0,242,362,0,0,0,0,177,373,0,387,0,0,88,0,0,13,0,0,415,0,37,451,0,339,0,0,0,161,0,59
