Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
OZ302340.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302450.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302451.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302455.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29897,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302456.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302460.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302463.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302466.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302477.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302482.1,AY.129,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302484.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302487.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29879,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302489.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29889,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302587.1,AY.43.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302597.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302610.1,AY.127,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302611.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302613.1,AY.106,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302615.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302633.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302640.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29889,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302683.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302797.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302897.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29881,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302901.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302907.1,AY.112,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302909.1,AY.126,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29889,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302917.1,AY.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29889,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302919.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302934.1,AY.112,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302938.1,AY.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29884,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302947.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302958.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302959.1,AY.43.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302961.1,AY.43.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302969.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ302979.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ303000.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29896,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ303036.1,AY.106,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ303040.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-10
OZ301619.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-09
OZ301644.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-09
OZ301663.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29883,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-09
OZ301694.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-09
OZ301930.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29890,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,Germany,Homo sapiens,2021-10-26,2025-08-09
PQ985949.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29834,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ985956.1,AY.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986074.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986075.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986083.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29823,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986112.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29823,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986113.1,AY.4.9,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986131.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986203.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986209.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986211.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986212.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986213.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986215.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29737,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986216.1,AY.4.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986219.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986220.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29811,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986223.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986226.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986230.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986233.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986238.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986241.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29792,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986246.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986250.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986254.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986349.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986367.1,AY.25.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986370.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986371.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29777,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986373.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986374.1,AY.9.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29821,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986377.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986380.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986381.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986382.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986383.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986384.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986385.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986386.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986387.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986388.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29586,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986389.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986390.1,AY.22,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986391.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986393.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986394.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986395.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986396.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986397.1,AY.4.10,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986398.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986399.1,AY.34.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986400.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986401.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986402.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29783,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986404.1,AY.4.10,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986405.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986406.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986407.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986408.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986413.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29799,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986415.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986416.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29627,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986418.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986420.1,AY.122.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986422.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986424.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986426.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986427.1,AY.46.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986429.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986432.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29777,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986433.1,AY.33,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986435.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29620,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986437.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986438.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986440.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986441.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986442.1,AY.5.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986443.1,AY.100,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986444.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986445.1,AY.98.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986447.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986448.1,AY.4.2.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986449.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986450.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29776,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986451.1,AY.124,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986452.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986453.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986454.1,AY.34,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986455.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986456.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986457.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986458.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986459.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986460.1,B.1.617.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986461.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986463.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29785,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986464.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986465.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986466.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986479.1,AY.4.9,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986480.1,AY.4.2.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986481.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986482.1,AY.4.2.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986483.1,AY.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986485.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29826,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986493.1,AY.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986494.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29784,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986497.1,AY.121,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986498.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29792,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986500.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29787,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986502.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986506.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986511.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29833,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986519.1,AY.125,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986521.1,AY.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29795,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986524.1,AY.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986529.1,AY.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,complete,France,France,Homo sapiens,2021-10-26,2025-01-22
PQ986530.1,AY.122,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,France,France,Homo sapiens,2021-10-26,2025-01-22
